filename Total_reads Mapped_read_sexchr Mapped_reads_unknownchr
/data/SBCS-EizaguirreLab/Alice/StickParaBroOff/Data/04BSBolt_methCall/BSBolt/Alignments/BSBoltAlignments_G04987-L1_S115_L007_R1_001_trimmed_cutadapt.fastq.gz.bam.sorted.bam 10537195 412197 841422
/data/SBCS-EizaguirreLab/Alice/StickParaBroOff/Data/04BSBolt_methCall/BSBolt/Alignments/BSBoltAlignments_G04988-L1_S116_L007_R1_001_trimmed_cutadapt.fastq.gz.bam.sorted.bam 11079161 334507 808732
/data/SBCS-EizaguirreLab/Alice/StickParaBroOff/Data/04BSBolt_methCall/BSBolt/Alignments/BSBoltAlignments_G04989-L1_S117_L007_R1_001_trimmed_cutadapt.fastq.gz.bam.sorted.bam 12250227 477239 929072
/data/SBCS-EizaguirreLab/Alice/StickParaBroOff/Data/04BSBolt_methCall/BSBolt/Alignments/BSBoltAlignments_G04990-L1_S118_L007_R1_001_trimmed_cutadapt.fastq.gz.bam.sorted.bam 5461107 161687 395422
/data/SBCS-EizaguirreLab/Alice/StickParaBroOff/Data/04BSBolt_methCall/BSBolt/Alignments/BSBoltAlignments_G04991-L1_S119_L007_R1_001_trimmed_cutadapt.fastq.gz.bam.sorted.bam 9954191 290762 792755
/data/SBCS-EizaguirreLab/Alice/StickParaBroOff/Data/04BSBolt_methCall/BSBolt/Alignments/BSBoltAlignments_G04992-L1_S120_L007_R1_001_trimmed_cutadapt.fastq.gz.bam.sorted.bam 12489186 487394 896311
/data/SBCS-EizaguirreLab/Alice/StickParaBroOff/Data/04BSBolt_methCall/BSBolt/Alignments/BSBoltAlignments_G04993-L1_S121_L007_R1_001_trimmed_cutadapt.fastq.gz.bam.sorted.bam 12759355 499927 981395
/data/SBCS-EizaguirreLab/Alice/StickParaBroOff/Data/04BSBolt_methCall/BSBolt/Alignments/BSBoltAlignments_G04994-L1_S122_L007_R1_001_trimmed_cutadapt.fastq.gz.bam.sorted.bam 11046568 443196 807238
/data/SBCS-EizaguirreLab/Alice/StickParaBroOff/Data/04BSBolt_methCall/BSBolt/Alignments/BSBoltAlignments_G04995-L1_S123_L007_R1_001_trimmed_cutadapt.fastq.gz.bam.sorted.bam 12250992 357369 900660
/data/SBCS-EizaguirreLab/Alice/StickParaBroOff/Data/04BSBolt_methCall/BSBolt/Alignments/BSBoltAlignments_G04996-L1_S124_L007_R1_001_trimmed_cutadapt.fastq.gz.bam.sorted.bam 13226904 387786 1065354
/data/SBCS-EizaguirreLab/Alice/StickParaBroOff/Data/04BSBolt_methCall/BSBolt/Alignments/BSBoltAlignments_G04997-L1_S125_L007_R1_001_trimmed_cutadapt.fastq.gz.bam.sorted.bam 11488586 323021 874482
/data/SBCS-EizaguirreLab/Alice/StickParaBroOff/Data/04BSBolt_methCall/BSBolt/Alignments/BSBoltAlignments_G04998-L1_S126_L007_R1_001_trimmed_cutadapt.fastq.gz.bam.sorted.bam 13866418 382095 1232065
/data/SBCS-EizaguirreLab/Alice/StickParaBroOff/Data/04BSBolt_methCall/BSBolt/Alignments/BSBoltAlignments_G04999-L1_S127_L008_R1_001_trimmed_cutadapt.fastq.gz.bam.sorted.bam 9216203 257266 806053
/data/SBCS-EizaguirreLab/Alice/StickParaBroOff/Data/04BSBolt_methCall/BSBolt/Alignments/BSBoltAlignments_G05000-L1_S128_L008_R1_001_trimmed_cutadapt.fastq.gz.bam.sorted.bam 9304493 273019 764958
/data/SBCS-EizaguirreLab/Alice/StickParaBroOff/Data/04BSBolt_methCall/BSBolt/Alignments/BSBoltAlignments_G05001-L1_S129_L008_R1_001_trimmed_cutadapt.fastq.gz.bam.sorted.bam 12562750 352880 1076708
/data/SBCS-EizaguirreLab/Alice/StickParaBroOff/Data/04BSBolt_methCall/BSBolt/Alignments/BSBoltAlignments_G05002-L1_S130_L008_R1_001_trimmed_cutadapt.fastq.gz.bam.sorted.bam 10182025 289928 854941
/data/SBCS-EizaguirreLab/Alice/StickParaBroOff/Data/04BSBolt_methCall/BSBolt/Alignments/BSBoltAlignments_G05003-L1_S131_L008_R1_001_trimmed_cutadapt.fastq.gz.bam.sorted.bam 8493973 249939 688373
/data/SBCS-EizaguirreLab/Alice/StickParaBroOff/Data/04BSBolt_methCall/BSBolt/Alignments/BSBoltAlignments_G05004-L1_S132_L008_R1_001_trimmed_cutadapt.fastq.gz.bam.sorted.bam 10927442 411208 932739
/data/SBCS-EizaguirreLab/Alice/StickParaBroOff/Data/04BSBolt_methCall/BSBolt/Alignments/BSBoltAlignments_G05005-L1_S133_L008_R1_001_trimmed_cutadapt.fastq.gz.bam.sorted.bam 10367873 296605 859610
/data/SBCS-EizaguirreLab/Alice/StickParaBroOff/Data/04BSBolt_methCall/BSBolt/Alignments/BSBoltAlignments_G05006-L1_S134_L008_R1_001_trimmed_cutadapt.fastq.gz.bam.sorted.bam 9548964 274951 769009
/data/SBCS-EizaguirreLab/Alice/StickParaBroOff/Data/04BSBolt_methCall/BSBolt/Alignments/BSBoltAlignments_G05007-L1_S135_L008_R1_001_trimmed_cutadapt.fastq.gz.bam.sorted.bam 10469965 310662 797839
/data/SBCS-EizaguirreLab/Alice/StickParaBroOff/Data/04BSBolt_methCall/BSBolt/Alignments/BSBoltAlignments_G05008-L1_S136_L008_R1_001_trimmed_cutadapt.fastq.gz.bam.sorted.bam 12807409 372438 956589
/data/SBCS-EizaguirreLab/Alice/StickParaBroOff/Data/04BSBolt_methCall/BSBolt/Alignments/BSBoltAlignments_G05009-L1_S137_L008_R1_001_trimmed_cutadapt.fastq.gz.bam.sorted.bam 9657900 380810 770623
/data/SBCS-EizaguirreLab/Alice/StickParaBroOff/Data/04BSBolt_methCall/BSBolt/Alignments/BSBoltAlignments_G05010-L1_S138_L008_R1_001_trimmed_cutadapt.fastq.gz.bam.sorted.bam 9599877 372559 774159
/data/SBCS-EizaguirreLab/Alice/StickParaBroOff/Data/04BSBolt_methCall/BSBolt/Alignments/BSBoltAlignments_G05011-L1_S139_L008_R1_001_trimmed_cutadapt.fastq.gz.bam.sorted.bam 10641209 309534 836870
/data/SBCS-EizaguirreLab/Alice/StickParaBroOff/Data/04BSBolt_methCall/BSBolt/Alignments/BSBoltAlignments_G05012-L1_S140_L008_R1_001_trimmed_cutadapt.fastq.gz.bam.sorted.bam 8883710 352179 678404
/data/SBCS-EizaguirreLab/Alice/StickParaBroOff/Data/04BSBolt_methCall/BSBolt/Alignments/BSBoltAlignments_G05013-L1_S141_L008_R1_001_trimmed_cutadapt.fastq.gz.bam.sorted.bam 19186152 536517 1648412
/data/SBCS-EizaguirreLab/Alice/StickParaBroOff/Data/04BSBolt_methCall/BSBolt/Alignments/BSBoltAlignments_G05014-L1_S142_L008_R1_001_trimmed_cutadapt.fastq.gz.bam.sorted.bam 4753938 186943 351946
/data/SBCS-EizaguirreLab/Alice/StickParaBroOff/Data/04BSBolt_methCall/BSBolt/Alignments/BSBoltAlignments_G05015-L1_S143_L008_R1_001_trimmed_cutadapt.fastq.gz.bam.sorted.bam 10781637 303389 957603
/data/SBCS-EizaguirreLab/Alice/StickParaBroOff/Data/04BSBolt_methCall/BSBolt/Alignments/BSBoltAlignments_G05016-L1_S144_L008_R1_001_trimmed_cutadapt.fastq.gz.bam.sorted.bam 12310406 334255 1049306
